"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"surv[7,89]",2.24067272916968e-06,3.09648761790427e-05,9.40942500000007e-31,7.1045e-17,2.299e-12,1.79975e-09,7.949925e-06,1,1
"surv[7,90]",1.92534496270439e-06,2.73744187144245e-05,1.29752500000001e-31,2.85775e-17,1.23e-12,1.1865e-09,6.42505e-06,1,1
"surv[7,91]",1.655564759867e-06,2.4194751019505e-05,1.71477500000001e-32,1.125e-17,6.5135e-13,7.639e-10,5.18585e-06,1,1
"surv[7,92]",1.42424422022052e-06,2.13728516809268e-05,2.18857500000002e-33,4.3505e-18,3.4225e-13,4.96675e-10,4.179175e-06,1,1
"surv[7,93]",1.22604781732459e-06,1.88742192770575e-05,2.69855000000002e-34,1.655e-18,1.785e-13,3.13175e-10,3.363875e-06,1,1
"surv[7,94]",1.05595517964023e-06,1.66612093912591e-05,3.21362500000002e-35,6.0095e-19,9.238e-14,1.973e-10,2.70285e-06,1,1
"surv[7,95]",9.09893967066649e-07,1.47019086757599e-05,3.69487500000002e-36,2.147e-19,4.745e-14,1.22125e-10,2.1692e-06,1,1
"surv[7,96]",7.84565230249283e-07,1.29696371624686e-05,4.10102500000002e-37,7.80475e-20,2.419e-14,7.462e-11,1.73915e-06,1,1
"surv[7,97]",6.766027437751e-07,1.14329223801107e-05,4.39447500000002e-38,2.768e-20,1.21e-14,4.6205e-11,1.392875e-06,1,1
"surv[7,98]",5.83841754313787e-07,1.00758289152521e-05,4.54375000000002e-39,9.6975e-21,5.9365e-15,2.861e-11,1.11345e-06,1,1
"surv[7,99]",5.03983771148905e-07,8.87579359765281e-06,4.53302500000002e-40,3.2925e-21,2.9625e-15,1.776e-11,8.88980000000001e-07,1,1
"surv[7,100]",4.35187141165787e-07,7.81427921684972e-06,4.36332500000002e-41,1.09325e-21,1.4865e-15,1.0635e-11,7.07340000000001e-07,1,1
"surv[7,101]",3.75878143652548e-07,6.87612429850727e-06,4.05155000000002e-42,3.59025e-22,7.405e-16,6.3745e-12,5.598575e-07,1,1
"surv[7,102]",3.24825243941128e-07,6.04980086642111e-06,3.62425000000001e-43,1.20875e-22,3.622e-16,3.86675e-12,4.4248e-07,1,1
"surv[7,103]",2.80705264456678e-07,5.31800520976858e-06,3.19510000000001e-44,3.92775e-23,1.751e-16,2.33525e-12,3.49135e-07,1,1
"surv[7,104]",2.42649254027128e-07,4.67279749175546e-06,2.87305000000001e-45,1.23625e-23,8.4005e-17,1.4145e-12,2.76465e-07,1,1
"surv[7,105]",2.09788746033396e-07,4.10360962965201e-06,0,4.02475e-24,3.9995e-17,8.561e-13,2.1874e-07,1,1
"surv[7,106]",1.81446152445523e-07,3.60300536359017e-06,0,1.32925e-24,1.8735e-17,5.1595e-13,1.707775e-07,1,1
"surv[7,107]",1.56967946018181e-07,3.16227080598125e-06,0,4.04e-25,8.6405e-18,3.08575e-13,1.332e-07,1,1
"surv[7,108]",1.35786083193723e-07,2.77343729009002e-06,0,1.19875e-25,3.9655e-18,1.81175e-13,1.042825e-07,1,1
"surv[7,109]",1.17479598623437e-07,2.43122520877327e-06,0,3.50525e-26,1.807e-18,1.058425e-13,8.1554e-08,1,1
"surv[7,110]",1.01641682347141e-07,2.13000170355046e-06,0,1.0635e-26,8.277e-19,6.15275e-14,6.365975e-08,1,1
"surv[7,111]",8.79477568994687e-08,1.86525378923095e-06,0,3.117e-27,3.767e-19,3.54925e-14,4.96285e-08,1,1
"surv[7,112]",7.60978483691033e-08,1.63249850864803e-06,0,8.50625e-28,1.7025e-19,2.03725e-14,3.86195e-08,1,1
"surv[7,113]",6.58363170751666e-08,1.42791238580064e-06,0,2.2865e-28,7.6075e-20,1.16375e-14,2.988475e-08,1,1
"surv[7,114]",5.69668027824859e-08,1.24848885717714e-06,0,6.1525e-29,3.369e-20,6.668e-15,2.297225e-08,1,1
"surv[7,115]",4.92894789015904e-08,1.09108997927682e-06,0,1.76275e-29,1.494e-20,3.774e-15,1.762775e-08,1,1
"surv[7,116]",4.26435367368697e-08,9.53033432568441e-07,0,4.9805e-30,6.5815e-21,2.1185e-15,1.33945e-08,1,1
"surv[7,117]",3.68901528020522e-08,8.31959018055683e-07,0,1.33925e-30,2.863e-21,1.18825e-15,1.013925e-08,1,1
"surv[7,118]",3.19057842952729e-08,7.25821418724284e-07,0,3.514e-31,1.2365e-21,6.69825e-16,7.744e-09,1,1
"surv[7,119]",2.75929401455157e-08,6.3293972042158e-07,0,9.00975e-32,5.2965e-22,3.78925e-16,5.9214e-09,1,1
"surv[7,120]",2.38593802654233e-08,5.51639927885096e-07,0,2.274e-32,2.252e-22,2.1435e-16,4.520675e-09,1,1
"rk[1,1,1]",0.155688622754491,0.362740945933104,0,0,0,0,1,1.00637706309332,480
"rk[1,1,2]",0.603792415169661,0.489352758957846,0,0,1,1,1,1.04233725748981,52
"rk[1,1,3]",0.209580838323353,0.407212722972092,0,0,0,0,1,1.02520065777418,110
"rk[1,1,4]",0.031936127744511,0.175917869516886,0,0,0,0,1,1.23947807203374,51
"rk[1,1,5]",0,0,0,0,0,0,0,1,1
"rk[1,1,6]",0,0,0,0,0,0,0,1,1
"rk[1,1,7]",0,0,0,0,0,0,0,1,1
"rk[1,2,1]",0.389221556886228,0.487817206735457,0,0,0,1,1,1.35750181636633,9
"rk[1,2,2]",0.0968063872255489,0.295841609955295,0,0,0,0,1,1.11506418839812,46
"rk[1,2,3]",0.12375249500998,0.329463419022944,0,0,0,0,1,1.00671331516417,560
"rk[1,2,4]",0.141716566866267,0.348933364715927,0,0,0,0,1,1.1957611217344,22
"rk[1,2,5]",0.116766467065868,0.321302175941945,0,0,0,0,1,1.21020133156361,23
"rk[1,2,6]",0.13373253493014,0.340534691981475,0,0,0,0,1,1.16888227385514,25
"rk[1,2,7]",0,0,0,0,0,0,0,1,1
"rk[1,3,1]",0.00898203592814371,0.0943941281289333,0,0,0,0,0,1.13584738098357,330
"rk[1,3,2]",0.06187624750499,0.241050963672836,0,0,0,0,1,1.06894598059039,120
"rk[1,3,3]",0.335329341317365,0.472341227379405,0,0,0,1,1,1.11836080759072,23
"rk[1,3,4]",0.292415169660679,0.455099154085537,0,0,0,1,1,1.02694425060121,88
"rk[1,3,5]",0.253493013972056,0.435227930055043,0,0,0,1,1,1.15335055767847,20
"rk[1,3,6]",0.0499001996007984,0.217847498235515,0,0,0,0,1,1.2575470859437,33
"rk[1,3,7]",0,0,0,0,0,0,0,1,1
"rk[1,4,1]",0.398203592814371,0.489772283390443,0,0,0,1,1,1.20405004497092,14
"rk[1,4,2]",0.152694610778443,0.359872500108808,0,0,0,0,1,1.03653069961032,100
"rk[1,4,3]",0.126746506986028,0.332854925172458,0,0,0,0,1,1.00729645806653,510
"rk[1,4,4]",0.166666666666667,0.372864102626733,0,0,0,0,1,1.09920679173557,37
"rk[1,4,5]",0.117764471057884,0.32248998840669,0,0,0,0,1,1.1897171915457,25
"rk[1,4,6]",0.0379241516966068,0.191108241255194,0,0,0,0,1,1.03746552838882,340
"rk[1,4,7]",0,0,0,0,0,0,0,1,1
"rk[1,5,1]",0.0409181636726547,0.19819957673316,0,0,0,0,1,1.29014894587004,33
"rk[1,5,2]",0.0768463073852295,0.266480435508554,0,0,0,0,1,1.05919243841058,110
"rk[1,5,3]",0.193612774451098,0.395326243648925,0,0,0,0,1,1.09903725779031,34
"rk[1,5,4]",0.306387225548902,0.461222717741793,0,0,0,1,1,1.06216500854022,41
"rk[1,5,5]",0.327345309381238,0.469478783540598,0,0,0,1,1,1.13088713416879,21
