"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"surv[4,14]",0.234738063872255,0.0653530017367826,0.118919934687789,0.189524995054293,0.2289,0.278,0.367392497012888,1.05644495216901,40
"surv[4,15]",0.218596037924152,0.0671034079493147,0.101232298178482,0.171449978136234,0.212049994105164,0.26537499646682,0.355489994510701,1.06565445963281,35
"surv[4,16]",0.204398962075848,0.0686284575386656,0.0876169359946818,0.155424993969445,0.197549943052384,0.250274696219383,0.34419749964585,1.0739318987172,32
"surv[4,17]",0.191655938123753,0.0699069814818824,0.075831249598371,0.140824993344377,0.184099972840845,0.23762496447742,0.334192496715968,1.0812533165684,29
"surv[4,18]",0.18008494011976,0.070929466917278,0.0636947431055646,0.1285749344278,0.172349992747316,0.227449983508025,0.3249,1.08771532997749,28
"surv[4,19]",0.169546626746507,0.071714092753788,0.0538729967469268,0.1176,0.1615,0.216424960996182,0.31955487598709,1.09337733056563,26
"surv[4,20]",0.159930578842315,0.0722864230786305,0.0451732454487639,0.1077,0.151799868247637,0.206,0.31300443338724,1.09838696351773,25
"surv[4,21]",0.151138150698603,0.0726704523830194,0.0379404998715522,0.0979699984691274,0.1425,0.1963,0.305479974423984,1.10281333897658,24
"surv[4,22]",0.143080096806387,0.0728866470788526,0.0318226513862265,0.088849939278057,0.1341,0.187574995001111,0.301062408627886,1.10672350370025,24
"surv[4,23]",0.135681729540918,0.0729598848121069,0.0274032425062893,0.0804499981357968,0.1265,0.179624953000967,0.297632199761625,1.11020804454908,23
"surv[4,24]",0.128874497005988,0.0729081426092022,0.0226691771514303,0.0728974937003596,0.119,0.171974994547569,0.290697499580658,1.11334253645271,23
"surv[4,25]",0.122601968063872,0.0727508240435389,0.0190402499360121,0.0666999797722466,0.112149988854213,0.164899908962136,0.286429664330647,1.11615070334337,22
"surv[4,26]",0.116808535928144,0.07250335304984,0.0156027405905284,0.0604372645699271,0.1055,0.1584,0.280487489124937,1.11867232109463,22
"surv[4,27]",0.111448929141717,0.0721805589893702,0.0129512476531641,0.0550347545842997,0.0993449968543963,0.1523,0.276374955800989,1.12096099246472,21
"surv[4,28]",0.106482776447106,0.07179477605316,0.0106932308854489,0.0502699731663592,0.0938349519102557,0.146574839916786,0.271697499551327,1.12303710727349,21
"surv[4,29]",0.101873764471058,0.071358735786835,0.00888214995062429,0.0462473525084628,0.0886647145148508,0.141074993353028,0.267934690606269,1.12494064171058,21
"surv[4,30]",0.0975861776447106,0.070876601008301,0.00737739484408333,0.042082499777241,0.0834899976045035,0.136624938198114,0.264399255336481,1.12665287064769,21
"surv[4,31]",0.0935950183632735,0.0703635826639863,0.00613881449925878,0.0384574880622364,0.0788849985738733,0.131524935799865,0.259062393759787,1.12824323148302,21
"surv[4,32]",0.0898705793413174,0.0698200934809584,0.00517819984951572,0.0350748197605044,0.0744149393603193,0.127,0.254774952044422,1.12969887526228,20
"surv[4,33]",0.0863921372255489,0.0692589018337257,0.00432022477179731,0.0317548009675261,0.0703949955607641,0.122849969458391,0.250782476144853,1.13104475818452,20
"surv[4,34]",0.0831363816367265,0.0686798379535342,0.00354601926444924,0.0287799791714783,0.0667149848235012,0.118874992111352,0.24805735738987,1.13228756333812,20
"surv[4,35]",0.0800870563872255,0.0680894322272841,0.00289794919774263,0.0261349298171802,0.0630147570018325,0.1149,0.245944758792206,1.13343950521862,20
"surv[4,36]",0.0772254317365269,0.0674922701233694,0.00246624950709402,0.02381,0.0593149997892607,0.1108,0.241492495454357,1.13450576347867,20
"surv[4,37]",0.0745363124750499,0.066888381381993,0.0020441620184549,0.0219599931735423,0.0563049020956435,0.107274991258062,0.23865986871232,1.13549601299777,20
"surv[4,38]",0.0720081962874251,0.0662861823400516,0.00172244772254003,0.0202049981446358,0.0533399850018727,0.104099855722858,0.236219467101364,1.13642617956812,20
"surv[4,39]",0.0696248504690619,0.0656800513734031,0.00144864437662787,0.0183974954162698,0.0506249799999961,0.100674990684772,0.233832117238527,1.13728893089368,20
"surv[4,40]",0.0673784548902196,0.0650807130060879,0.00123661891807424,0.0167847308424916,0.0477694934032171,0.0975574975971602,0.231547266537617,1.1381000260981,20
"surv[4,41]",0.0652561799101796,0.0644822812320169,0.00105659345008536,0.0153648030777858,0.0454549931250682,0.0953124644681845,0.229357345707657,1.13886212679703,20
"surv[4,42]",0.0632501883433134,0.0638896195507051,0.000902767971630548,0.0140624833530503,0.0433899815625681,0.0919299853085195,0.227169922485634,1.13957951725625,20
"surv[4,43]",0.061351212005988,0.0633031309134746,0.000771591345266399,0.012784973643073,0.0411647446244963,0.0888874534508807,0.225082473415685,1.14024622628463,19
"surv[4,44]",0.0595519201497006,0.0627239148351217,0.000659279048258338,0.0116624991963711,0.0392949971370402,0.0863347698172349,0.222789991237397,1.1408794603962,19
"surv[4,45]",0.0578451439421158,0.0621515397109778,0.000561162364642339,0.0106024991160524,0.0373248791022824,0.0836324181927841,0.220674944612699,1.14147879062049,19
"surv[4,46]",0.0562255087834331,0.0615900592525281,0.000472732750287953,0.00963924921245037,0.0353349713456796,0.0810399981487576,0.217782472522769,1.14204213988576,19
"surv[4,47]",0.0546858604201597,0.0610366090401128,0.000397819980418078,0.008815999319625,0.0337046881012123,0.0788949957210775,0.215484979602976,1.14257896169851,19
"surv[4,48]",0.0532211626816367,0.0604919030355572,0.000326512284561068,0.00807393314228756,0.03211,0.0766997177939431,0.214344722998864,1.14308295957865,19
"surv[4,49]",0.0518267243912176,0.0599572589190696,0.00026726509071014,0.00737919648019624,0.0305498674301543,0.0744672879829484,0.213406709483284,1.1435646543463,19
"surv[4,50]",0.050496312508982,0.0594295503137687,0.000218558218016129,0.00685748029520122,0.0290299982776438,0.0722399251662468,0.211691421600586,1.14401606147342,19
"surv[4,51]",0.0492286867824351,0.0589139717028859,0.000178608175815154,0.00631886395654103,0.0276297810342391,0.070099991437541,0.209976085463404,1.1444519633402,19
"surv[4,52]",0.0480190372045908,0.058410477134318,0.000145926117697433,0.00581891405811272,0.0263091619022728,0.0680749950407756,0.208165828410076,1.14486562001797,19
"surv[4,53]",0.0468611896526946,0.0579122804764895,0.000119022466427784,0.00537111250370767,0.0250686517387753,0.0660399977281906,0.206160680932474,1.14525746491336,19
"surv[4,54]",0.0457555013229541,0.0574262034583141,9.70735074934488e-05,0.00495846674193719,0.0239390789296497,0.0640524986825155,0.20425552644049,1.14563477707028,19
"surv[4,55]",0.0446959083070858,0.0569471555175296,7.90942137990563e-05,0.004579,0.0228644046500231,0.06241,0.202350363877,1.14599632048226,19
"surv[4,56]",0.0436830435698603,0.0564818541621589,6.43996082191011e-05,0.00418648918052477,0.0218247932407159,0.0608299975335708,0.200452916434682,1.14633717309304,19
"surv[4,57]",0.0427116940077844,0.0560248146948085,5.23920006854479e-05,0.00382197495205943,0.0207399132110045,0.0592024643400393,0.198673441505457,1.14666485936207,19
"surv[4,58]",0.041779518449002,0.0555754222308547,4.26031695970042e-05,0.0034957497587045,0.0197049232426823,0.0577099895983808,0.196896445568129,1.14697984182363,19
"surv[4,59]",0.0408846956932136,0.0551354325590256,3.4615203582463e-05,0.00320071424978734,0.0187849673941692,0.05613,0.195216812764627,1.14727800656319,19
"surv[4,60]",0.0400260743964072,0.0547066659247369,2.81359598014784e-05,0.002947,0.0178399551568943,0.0546399010262766,0.1934421641815,1.14756487022969,19
"surv[4,61]",0.039200733491517,0.0542847142895853,2.32102778788428e-05,0.0026912499651692,0.0170699970708843,0.0532320404567861,0.191859836517327,1.14784170600175,19
"surv[4,62]",0.0384068862777445,0.0538721725324141,1.91453103228025e-05,0.00246099756460404,0.0163596943736734,0.051814109411995,0.190182468525847,1.14810655662959,19
"surv[4,63]",0.0376430072511577,0.0534669870861642,1.57895017056563e-05,0.00225398341189393,0.0156149031377079,0.0505370531538123,0.188697499353908,1.14836013137899,19
"surv[4,64]",0.0369075906899002,0.0530709583812123,1.30111460165094e-05,0.00206115856150415,0.0148599461641017,0.0493374450216894,0.187779958349607,1.14860741182949,19
