"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"surv[7,103]",3.28778052650165e-07,4.11858674536504e-06,9.61892500000005e-39,3.1145e-22,1.3725e-16,2.85e-12,1.1813375e-06,1,1
"surv[7,104]",2.98302642170078e-07,3.78952854703858e-06,2.13327500000001e-39,1.4515e-22,8.499e-17,2.01075e-12,1.0341125e-06,1,1
"surv[7,105]",2.70802208599888e-07,3.4880202414623e-06,4.67847500000002e-40,6.72975e-23,5.1825e-17,1.41675e-12,9.06047500000003e-07,1,1
"surv[7,106]",2.45953440669577e-07,3.21114606898188e-06,1.0148375e-40,3.17e-23,3.109e-17,9.97225e-13,7.93595000000002e-07,1,1
"surv[7,107]",2.23481308223231e-07,2.95692474141724e-06,2.17712500000001e-41,1.4915e-23,1.8925e-17,7.0105e-13,6.95060000000002e-07,1,1
"surv[7,108]",2.03147490240861e-07,2.72332407104948e-06,4.60757500000002e-42,6.9945e-24,1.144e-17,4.923e-13,6.08752500000002e-07,1,1
"surv[7,109]",1.84737611066764e-07,2.50866838059634e-06,9.62125000000005e-43,3.267e-24,6.9015e-18,3.44075e-13,5.33185000000001e-07,1,1
"surv[7,110]",1.68088999786727e-07,2.31170807270816e-06,1.98485000000001e-43,1.5205e-24,4.156e-18,2.399e-13,4.66965000000001e-07,1,1
"surv[7,111]",1.52993440545036e-07,2.13052424975921e-06,4.13065000000002e-44,7.051e-25,2.4655e-18,1.69025e-13,4.08997500000001e-07,1,1
"surv[7,112]",1.39308743435748e-07,1.96384475985256e-06,8.79330000000003e-45,3.258e-25,1.455e-18,1.1835e-13,3.56927500000001e-07,1,1
"surv[7,113]",1.26894663257088e-07,1.81073886583484e-06,1.47107500000001e-45,1.4885e-25,8.5695e-19,8.26425e-14,3.103475e-07,1,1
"surv[7,114]",1.15644011611057e-07,1.66975576794226e-06,3.5025000000003e-47,6.7515e-26,5.038e-19,5.7955e-14,2.699225e-07,1,1
"surv[7,115]",1.05429800244257e-07,1.54017340171267e-06,0,3.05125e-26,2.956e-19,4.08825e-14,2.34665e-07,1,1
"surv[7,116]",9.61502430033247e-08,1.42087616975161e-06,0,1.37175e-26,1.734e-19,2.88125e-14,2.0398e-07,1,1
"surv[7,117]",8.77168825015196e-08,1.31097485537564e-06,0,6.11625e-27,1.02215e-19,2.0285e-14,1.773675e-07,1,1
"surv[7,118]",8.00608361298967e-08,1.20998050817218e-06,0,2.7165e-27,6.013e-20,1.42725e-14,1.556625e-07,1,1
"surv[7,119]",7.30980867094149e-08,1.1168298702385e-06,0,1.20175e-27,3.531e-20,1.003225e-14,1.3751e-07,1,1
"surv[7,120]",6.67681972783005e-08,1.03116987757959e-06,0,5.35075e-28,2.0695e-20,7.04775e-15,1.215675e-07,1,1
"rk[1,1,1]",0.300399201596806,0.458660518083378,0,0,0,1,1,1.14701534999076,20
"rk[1,1,2]",0.48502994011976,0.500025423031788,0,0,0,1,1,1.00254055220816,660
"rk[1,1,3]",0.189620758483034,0.392196682355388,0,0,0,0,1,1.1010237083679,34
"rk[1,1,4]",0.0249500998003992,0.156050939149307,0,0,0,0,0,1.33456460579605,40
"rk[1,1,5]",0,0,0,0,0,0,0,1,1
"rk[1,1,6]",0,0,0,0,0,0,0,1,1
"rk[1,1,7]",0,0,0,0,0,0,0,1,1
"rk[1,2,1]",0.454091816367265,0.498136611251798,0,0,0,1,1,1.31527426317622,10
"rk[1,2,2]",0.176646706586826,0.381559883883438,0,0,0,0,1,1.00215959348301,940
"rk[1,2,3]",0.12874251497006,0.335081983450661,0,0,0,0,1,1.05655296923464,78
"rk[1,2,4]",0.0778443113772455,0.268060230965262,0,0,0,0,1,1.0814281531561,81
"rk[1,2,5]",0.0828343313373253,0.275769290888606,0,0,0,0,1,1.18848418053693,32
"rk[1,2,6]",0.0798403193612774,0.271181185217341,0,0,0,0,1,1.15968565834204,39
"rk[1,2,7]",0,0,0,0,0,0,0,1,1
"rk[1,3,1]",0.0968063872255489,0.295841609955295,0,0,0,0,1,1.02267270360952,230
"rk[1,3,2]",0.18063872255489,0.38491068442248,0,0,0,0,1,1.00138908777778,1000
"rk[1,3,3]",0.292415169660679,0.455099154085537,0,0,0,1,1,1.02197756500784,110
"rk[1,3,4]",0.249500998003992,0.432940311343049,0,0,0,0,1,1.01459720788119,170
"rk[1,3,5]",0.167664670658683,0.373754789516676,0,0,0,0,1,1.01624713144713,200
"rk[1,3,6]",0.0139720558882236,0.117433387999103,0,0,0,0,0,1.13017446176531,230
"rk[1,3,7]",0,0,0,0,0,0,0,1,1
"rk[1,4,1]",0.127744510978044,0.333971803344805,0,0,0,0,1,1.10703917255406,42
"rk[1,4,2]",0.105788423153693,0.307720222621618,0,0,0,0,1,0.999898859039838,1000
"rk[1,4,3]",0.173652694610778,0.378999723413325,0,0,0,0,1,1.02467995113018,130
"rk[1,4,4]",0.221556886227545,0.415501780414906,0,0,0,0,1,1.00709899730713,340
"rk[1,4,5]",0.256487025948104,0.436911824501178,0,0,0,1,1,1.06457694133613,44
"rk[1,4,6]",0.114770459081836,0.318903900114252,0,0,0,0,1,1.12471851817324,39
"rk[1,4,7]",0,0,0,0,0,0,0,1,1
"rk[1,5,1]",0.0149700598802395,0.12149357354767,0,0,0,0,0,1.23509382891398,100
"rk[1,5,2]",0.0449101796407186,0.207210293688217,0,0,0,0,1,1.00894764970803,1000
"rk[1,5,3]",0.189620758483034,0.392196682355388,0,0,0,0,1,1.06079526170462,54
"rk[1,5,4]",0.354291417165669,0.478536884008778,0,0,0,1,1,1.02736372074188,81
"rk[1,5,5]",0.349301397205589,0.476987414911609,0,0,0,1,1,1.00290349879848,590
"rk[1,5,6]",0.0479041916167665,0.213670175407184,0,0,0,0,1,0.999629848602586,1000
"rk[1,5,7]",0,0,0,0,0,0,0,1,1
"rk[1,6,1]",0.00598802395209581,0.0771888187663529,0,0,0,0,0,1.29922723599477,170
"rk[1,6,2]",0.00698602794411178,0.083331588552844,0,0,0,0,0,1.11129832334508,540
"rk[1,6,3]",0.0269461077844311,0.162006817390317,0,0,0,0,1,1.11178322840349,140
"rk[1,6,4]",0.0728542914171657,0.260026965339834,0,0,0,0,1,1.08880185384724,78
"rk[1,6,5]",0.143712574850299,0.350973228344474,0,0,0,0,1,1.01720286671087,220
"rk[1,6,6]",0.743512974051896,0.436911824501178,0,0,1,1,1,1.06177113516258,45
"rk[1,6,7]",0,0,0,0,0,0,0,1,1
"rk[1,7,1]",0,0,0,0,0,0,0,1,1
"rk[1,7,2]",0,0,0,0,0,0,0,1,1
"rk[1,7,3]",0,0,0,0,0,0,0,1,1
"rk[1,7,4]",0,0,0,0,0,0,0,1,1
"rk[1,7,5]",0,0,0,0,0,0,0,1,1
"rk[1,7,6]",0,0,0,0,0,0,0,1,1
"rk[1,7,7]",1,0,1,1,1,1,1,1,1
"rk[2,1,1]",0.707584830339321,0.455099154085537,0,0,1,1,1,1.13150452516433,22
"rk[2,1,2]",0.274451097804391,0.446460100661089,0,0,0,1,1,1.10324232713449,28
"rk[2,1,3]",0.0189620758483034,0.13645914941631,0,0,0,0,0,1.16932600552933,120
"rk[2,1,4]",0,0,0,0,0,0,0,1,1
"rk[2,1,5]",0,0,0,0,0,0,0,1,1
"rk[2,1,6]",0,0,0,0,0,0,0,1,1
"rk[2,1,7]",0,0,0,0,0,0,0,1,1
"rk[2,2,1]",0.186626746506986,0.389806169209314,0,0,0,0,1,1.22122015142976,17
"rk[2,2,2]",0.249500998003992,0.432940311343049,0,0,0,0,1,1.03170961917387,84
"rk[2,2,3]",0.256487025948104,0.436911824501178,0,0,0,1,1,1.00744183987201,290
"rk[2,2,4]",0.103792415169661,0.305143370149196,0,0,0,0,1,1.075278874422,69
"rk[2,2,5]",0.121756487025948,0.32716764802303,0,0,0,0,1,1.12295413204185,38
"rk[2,2,6]",0.0818363273453094,0.274252086502061,0,0,0,0,1,1.17652916597044,34
"rk[2,2,7]",0,0,0,0,0,0,0,1,1
"rk[2,3,1]",0.0698602794411178,0.255038694521867,0,0,0,0,1,1.02961041123774,240
"rk[2,3,2]",0.311377245508982,0.463287884298154,0,0,0,1,1,1.02318765325582,100
"rk[2,3,3]",0.332335329341317,0.471285714937592,0,0,0,1,1,1.02294487014665,98
"rk[2,3,4]",0.191616766467066,0.39376963609706,0,0,0,0,1,1.03773208270713,86
"rk[2,3,5]",0.0878243512974052,0.283180624019385,0,0,0,0,1,1.00647790202277,780
"rk[2,3,6]",0.00798403193612774,0.0890404376952742,0,0,0,0,0,1.12287973474453,420
"rk[2,3,7]",0,0,0,0,0,0,0,1,1
"rk[2,4,1]",0.0349301397205589,0.183694587313759,0,0,0,0,1,1.05064093684402,270
"rk[2,4,2]",0.0988023952095808,0.298545529929374,0,0,0,0,1,1.07850887775637,69
"rk[2,4,3]",0.13373253493014,0.340534691981475,0,0,0,0,1,1.01458892241694,270
"rk[2,4,4]",0.234530938123753,0.4239168833827,0,0,0,0,1,1.01009853120641,240
"rk[2,4,5]",0.322355289421158,0.46761157057544,0,0,0,1,1,1.02807943296399,83
"rk[2,4,6]",0.17564870259481,0.380711028807753,0,0,0,0,1,1.10148523733377,35
"rk[2,4,7]",0,0,0,0,0,0,0,1,1
"rk[2,5,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"rk[2,5,2]",0.0528942115768463,0.223934053520453,0,0,0,0,1,1.13488401676271,65
"rk[2,5,3]",0.222554890219561,0.416169511639932,0,0,0,0,1,1.0252124669646,110
"rk[2,5,4]",0.401197604790419,0.49038564904518,0,0,0,1,1,1.02579034819754,82
"rk[2,5,5]",0.276447105788423,0.447463884317872,0,0,0,1,1,1.00013613302206,1000
"rk[2,5,6]",0.0459081836327345,0.209390494468399,0,0,0,0,1,1.00491691079835,1000
"rk[2,5,7]",0,0,0,0,0,0,0,1,1
"rk[2,6,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"rk[2,6,2]",0.0139720558882236,0.117433387999103,0,0,0,0,0,1.13017446176531,230
"rk[2,6,3]",0.0359281437125748,0.186203960514904,0,0,0,0,1,1.12289578731182,100
"rk[2,6,4]",0.0688622754491018,0.253346242670651,0,0,0,0,1,1.06551108587721,110
"rk[2,6,5]",0.191616766467066,0.39376963609706,0,0,0,0,1,1.01257352588837,230
"rk[2,6,6]",0.688622754491018,0.463287884298154,0,0,1,1,1,1.04765835341168,52
"rk[2,6,7]",0,0,0,0,0,0,0,1,1
"rk[2,7,1]",0,0,0,0,0,0,0,1,1
"rk[2,7,2]",0,0,0,0,0,0,0,1,1
"rk[2,7,3]",0,0,0,0,0,0,0,1,1
"rk[2,7,4]",0,0,0,0,0,0,0,1,1
"rk[2,7,5]",0,0,0,0,0,0,0,1,1
"rk[2,7,6]",0,0,0,0,0,0,0,1,1
"rk[2,7,7]",1,0,1,1,1,1,1,1,1
"rk[3,1,1]",0.937125748502994,0.242857864219949,0,1,1,1,1,1.1163747278643,67
"rk[3,1,2]",0.06187624750499,0.241050963672836,0,0,0,0,1,1.11220066822905,70
"rk[3,1,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"rk[3,1,4]",0,0,0,0,0,0,0,1,1
"rk[3,1,5]",0,0,0,0,0,0,0,1,1
"rk[3,1,6]",0,0,0,0,0,0,0,1,1
"rk[3,1,7]",0,0,0,0,0,0,0,1,1
"rk[3,2,1]",0.0219560878243513,0.146613337037484,0,0,0,0,0,1.24092349900008,70
"rk[3,2,2]",0.25748502994012,0.43746712423982,0,0,0,1,1,1.08642554209163,33
"rk[3,2,3]",0.321357285429142,0.467230831005804,0,0,0,1,1,1.02798850316614,83
"rk[3,2,4]",0.152694610778443,0.359872500108808,0,0,0,0,1,1.00662930681526,480
"rk[3,2,5]",0.144710578842315,0.351984478343676,0,0,0,0,1,1.14116429658483,30
"rk[3,2,6]",0.101796407185629,0.302531388827408,0,0,0,0,1,1.14843785753791,35
"rk[3,2,7]",0,0,0,0,0,0,0,1,1
"rk[3,3,1]",0.0389221556886228,0.193506049871333,0,0,0,0,1,1.05954792849896,210
"rk[3,3,2]",0.510978043912176,0.500129095738852,0,0,1,1,1,1.01536142523296,130
"rk[3,3,3]",0.286427145708583,0.452317165673903,0,0,0,1,1,1.00599991617633,330
"rk[3,3,4]",0.124750499001996,0.330600802682051,0,0,0,0,1,1.02440205172588,180
"rk[3,3,5]",0.0369261477045908,0.188674678747652,0,0,0,0,1,1.00124766210299,1000
"rk[3,3,6]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"rk[3,3,7]",0,0,0,0,0,0,0,1,1
"rk[3,4,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"rk[3,4,2]",0.0778443113772455,0.268060230965262,0,0,0,0,1,1.04625194675319,140
"rk[3,4,3]",0.108782435129741,0.311521538423841,0,0,0,0,1,1.07583362515319,67
"rk[3,4,4]",0.208582834331337,0.406498396894837,0,0,0,0,1,1.00851120594483,310
"rk[3,4,5]",0.352295409181637,0.477923957601659,0,0,0,1,1,1.02426451513079,90
"rk[3,4,6]",0.250499001996008,0.433516797466161,0,0,0,0.75,1,1.04840350117533,57
"rk[3,4,7]",0,0,0,0,0,0,0,1,1
"rk[3,5,1]",0,0,0,0,0,0,0,1,1
"rk[3,5,2]",0.0778443113772455,0.268060230965262,0,0,0,0,1,1.06600797302955,98
"rk[3,5,3]",0.234530938123753,0.4239168833827,0,0,0,0,1,1.01115815973569,220
"rk[3,5,4]",0.420159680638723,0.493830847098024,0,0,0,1,1,1.02261205484791,91
"rk[3,5,5]",0.219560878243513,0.414155866437652,0,0,0,0,1,0.999789405097659,1000
"rk[3,5,6]",0.0479041916167665,0.213670175407184,0,0,0,0,1,1.0133606163088,730
"rk[3,5,7]",0,0,0,0,0,0,0,1,1
"rk[3,6,1]",0,0,0,0,0,0,0,1,1
"rk[3,6,2]",0.0139720558882236,0.117433387999103,0,0,0,0,0,1.11338993378719,270
"rk[3,6,3]",0.0479041916167665,0.213670175407184,0,0,0,0,1,1.09936279079903,98
"rk[3,6,4]",0.093812375249501,0.291713112811818,0,0,0,0,1,1.03269566157457,170
"rk[3,6,5]",0.246506986027944,0.431192355687684,0,0,0,0,1,1.00873768718736,270
"rk[3,6,6]",0.597804391217565,0.490585869308843,0,0,1,1,1,1.04145734994307,53
"rk[3,6,7]",0,0,0,0,0,0,0,1,1
"rk[3,7,1]",0,0,0,0,0,0,0,1,1
"rk[3,7,2]",0,0,0,0,0,0,0,1,1
"rk[3,7,3]",0,0,0,0,0,0,0,1,1
"rk[3,7,4]",0,0,0,0,0,0,0,1,1
"rk[3,7,5]",0,0,0,0,0,0,0,1,1
"rk[3,7,6]",0,0,0,0,0,0,0,1,1
"rk[3,7,7]",1,0,1,1,1,1,1,1,1
"rk[4,1,1]",0.987025948103792,0.113218897744779,1,1,1,1,1,1.01913965667646,1000
"rk[4,1,2]",0.0119760479041916,0.108832178064061,0,0,0,0,0,1.00900007821543,1000
"rk[4,1,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"rk[4,1,4]",0,0,0,0,0,0,0,1,1
"rk[4,1,5]",0,0,0,0,0,0,0,1,1
"rk[4,1,6]",0,0,0,0,0,0,0,1,1
"rk[4,1,7]",0,0,0,0,0,0,0,1,1
"rk[4,2,1]",0,0,0,0,0,0,0,1,1
"rk[4,2,2]",0.13872255489022,0.345829389877951,0,0,0,0,1,1.07504683117415,54
"rk[4,2,3]",0.351297405189621,0.477614068234049,0,0,0,1,1,1.05353853091378,45
"rk[4,2,4]",0.214570858283433,0.410729310984935,0,0,0,0,1,1.00488331073559,470
"rk[4,2,5]",0.173652694610778,0.378999723413325,0,0,0,0,1,1.12069749205321,31
"rk[4,2,6]",0.122754491017964,0.328319058539997,0,0,0,0,1,1.12337630071971,37
"rk[4,2,7]",0,0,0,0,0,0,0,1,1
"rk[4,3,1]",0.0129740518962076,0.113218897744779,0,0,0,0,0,1.01913965667646,1000
"rk[4,3,2]",0.710578842315369,0.453720180584011,0,0,1,1,1,1.01335721901869,170
"rk[4,3,3]",0.18562874251497,0.389000941078625,0,0,0,0,1,1.01127910581895,260
"rk[4,3,4]",0.0708582834331337,0.256716105294409,0,0,0,0,1,1.00717123116862,870
"rk[4,3,5]",0.0179640718562874,0.13288712397696,0,0,0,0,0,1.01719377086446,1000
"rk[4,3,6]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"rk[4,3,7]",0,0,0,0,0,0,0,1,1
"rk[4,4,1]",0,0,0,0,0,0,0,1,1
"rk[4,4,2]",0.0349301397205589,0.183694587313759,0,0,0,0,1,1.05064093684402,270
"rk[4,4,3]",0.093812375249501,0.291713112811818,0,0,0,0,1,1.11300246339294,50
"rk[4,4,4]",0.189620758483034,0.392196682355388,0,0,0,0,1,1.01586385750168,190
"rk[4,4,5]",0.364271457085828,0.481465584496564,0,0,0,1,1,1.01993734360317,110
"rk[4,4,6]",0.317365269461078,0.465683350924262,0,0,0,1,1,1.04632832421722,53
"rk[4,4,7]",0,0,0,0,0,0,0,1,1
"rk[4,5,1]",0,0,0,0,0,0,0,1,1
"rk[4,5,2]",0.0898203592814371,0.286067008463645,0,0,0,0,1,1.02872865503566,200
"rk[4,5,3]",0.295409181636727,0.456454304069778,0,0,0,1,1,1.0080510250651,260
"rk[4,5,4]",0.407185628742515,0.491555324288343,0,0,0,1,1,1.01582668828657,120
"rk[4,5,5]",0.165668662674651,0.371968602646317,0,0,0,0,1,0.999902285609042,1000
"rk[4,5,6]",0.0419161676646707,0.200497684865555,0,0,0,0,1,1.01580895139802,710
"rk[4,5,7]",0,0,0,0,0,0,0,1,1
"rk[4,6,1]",0,0,0,0,0,0,0,1,1
"rk[4,6,2]",0.0139720558882236,0.117433387999103,0,0,0,0,0,1.07144952754713,450
"rk[4,6,3]",0.0728542914171657,0.260026965339834,0,0,0,0,1,1.04803225425116,140
"rk[4,6,4]",0.1187624750499,0.323670361581186,0,0,0,0,1,1.05656629998512,81
"rk[4,6,5]",0.279441117764471,0.448948696505352,0,0,0,1,1,1.01685332281718,140
"rk[4,6,6]",0.515968063872255,0.499994516431513,0,0,1,1,1,1.05130971968024,43
"rk[4,6,7]",0,0,0,0,0,0,0,1,1
"rk[4,7,1]",0,0,0,0,0,0,0,1,1
"rk[4,7,2]",0,0,0,0,0,0,0,1,1
"rk[4,7,3]",0,0,0,0,0,0,0,1,1
"rk[4,7,4]",0,0,0,0,0,0,0,1,1
"rk[4,7,5]",0,0,0,0,0,0,0,1,1
"rk[4,7,6]",0,0,0,0,0,0,0,1,1
"rk[4,7,7]",1,0,1,1,1,1,1,1,1
"rk[5,1,1]",0.992015968063872,0.0890404376952742,1,1,1,1,1,1.00633455577327,1000
"rk[5,1,2]",0.00798403193612774,0.0890404376952742,0,0,0,0,0,1.00633455577327,1000
"rk[5,1,3]",0,0,0,0,0,0,0,1,1
"rk[5,1,4]",0,0,0,0,0,0,0,1,1
"rk[5,1,5]",0,0,0,0,0,0,0,1,1
"rk[5,1,6]",0,0,0,0,0,0,0,1,1
"rk[5,1,7]",0,0,0,0,0,0,0,1,1
"rk[5,2,1]",0,0,0,0,0,0,0,1,1
"rk[5,2,2]",0.0688622754491018,0.253346242670651,0,0,0,0,1,1.05685566097216,130
"rk[5,2,3]",0.279441117764471,0.448948696505352,0,0,0,1,1,1.03742493523479,68
"rk[5,2,4]",0.269461077844311,0.443901408559958,0,0,0,1,1,1.02060161939004,120
"rk[5,2,5]",0.229540918163673,0.420747620625587,0,0,0,0,1,1.04862047982529,60
"rk[5,2,6]",0.152694610778443,0.359872500108808,0,0,0,0,1,1.11116943400311,35
"rk[5,2,7]",0,0,0,0,0,0,0,1,1
"rk[5,3,1]",0.00798403193612774,0.0890404376952742,0,0,0,0,0,1.00633455577327,1000
"rk[5,3,2]",0.797405189620758,0.402133736400048,0,1,1,1,1,1.00510702711595,470
"rk[5,3,3]",0.148702594810379,0.355972747238433,0,0,0,0,1,1.00340061673243,810
"rk[5,3,4]",0.0359281437125748,0.186203960514904,0,0,0,0,1,0.999498878428607,1000
"rk[5,3,5]",0.00998003992015968,0.099450034145328,0,0,0,0,0,1.18581864585937,200
"rk[5,3,6]",0,0,0,0,0,0,0,1,1
"rk[5,3,7]",0,0,0,0,0,0,0,1,1
"rk[5,4,1]",0,0,0,0,0,0,0,1,1
"rk[5,4,2]",0.0189620758483034,0.13645914941631,0,0,0,0,0,1.05543796494196,440
"rk[5,4,3]",0.0768463073852295,0.266480435508554,0,0,0,0,1,1.05606474854653,120
"rk[5,4,4]",0.176646706586826,0.381559883883438,0,0,0,0,1,1.03625271871989,94
"rk[5,4,5]",0.325349301397206,0.46873917196366,0,0,0,1,1,1.01153758832708,180
"rk[5,4,6]",0.393213572854291,0.488707496646134,0,0,0,1,1,1.02030180809454,100
"rk[5,4,7]",0.00898203592814371,0.0943941281289333,0,0,0,0,0,1.05072280427025,990
"rk[5,5,1]",0,0,0,0,0,0,0,1,1
"rk[5,5,2]",0.0878243512974052,0.283180624019385,0,0,0,0,1,1.0043578433111,1000
"rk[5,5,3]",0.400199600798403,0.490183313056902,0,0,0,1,1,1.00594796942715,310
"rk[5,5,4]",0.348303393213573,0.47667064191913,0,0,0,1,1,1.00647904822833,290
"rk[5,5,5]",0.131736526946108,0.338372992658919,0,0,0,0,1,1.00400052877009,800
"rk[5,5,6]",0.031936127744511,0.175917869516886,0,0,0,0,1,1.04627270827137,320
"rk[5,5,7]",0,0,0,0,0,0,0,1,1
"rk[5,6,1]",0,0,0,0,0,0,0,1,1
"rk[5,6,2]",0.0189620758483034,0.13645914941631,0,0,0,0,0,1.01669708192941,1000
"rk[5,6,3]",0.094810379241517,0.293099141699853,0,0,0,0,1,1.04900203039118,110
"rk[5,6,4]",0.169660678642715,0.375521860832064,0,0,0,0,1,1.04025064124618,85
"rk[5,6,5]",0.303393213572854,0.459953156492794,0,0,0,1,1,1.00521588979422,350
"rk[5,6,6]",0.409181636726547,0.49192838442878,0,0,0,1,1,1.04453126747035,50
"rk[5,6,7]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.10491469372745,1000
"rk[5,7,1]",0,0,0,0,0,0,0,1,1
"rk[5,7,2]",0,0,0,0,0,0,0,1,1
"rk[5,7,3]",0,0,0,0,0,0,0,1,1
"rk[5,7,4]",0,0,0,0,0,0,0,1,1
"rk[5,7,5]",0,0,0,0,0,0,0,1,1
"rk[5,7,6]",0.0129740518962076,0.113218897744779,0,0,0,0,0,1.06698890192617,520
"rk[5,7,7]",0.987025948103792,0.113218897744779,1,1,1,1,1,1.06698890192617,520
"rk[6,1,1]",0.997005988023952,0.0546628752823863,1,1,1,1,1,0.999498878428607,1000
"rk[6,1,2]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,0.999498878428607,1000
"rk[6,1,3]",0,0,0,0,0,0,0,1,1
"rk[6,1,4]",0,0,0,0,0,0,0,1,1
"rk[6,1,5]",0,0,0,0,0,0,0,1,1
"rk[6,1,6]",0,0,0,0,0,0,0,1,1
"rk[6,1,7]",0,0,0,0,0,0,0,1,1
"rk[6,2,1]",0,0,0,0,0,0,0,1,1
"rk[6,2,2]",0.0239520958083832,0.152976298663048,0,0,0,0,0,1.08597759959697,220
"rk[6,2,3]",0.191616766467066,0.39376963609706,0,0,0,0,1,1.02377281449993,130
"rk[6,2,4]",0.303393213572854,0.459953156492794,0,0,0,1,1,1.02192177339543,110
"rk[6,2,5]",0.280439121756487,0.449438107167442,0,0,0,1,1,1.01134558051783,200
"rk[6,2,6]",0.196606786427146,0.397630925257494,0,0,0,0,1,1.05038296386359,62
"rk[6,2,7]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.16633105223844,570
"rk[6,3,1]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,0.999498878428607,1000
"rk[6,3,2]",0.859281437125748,0.347904649278708,0,1,1,1,1,1.00709881242744,480
"rk[6,3,3]",0.105788423153693,0.307720222621618,0,0,0,0,1,1.00289519782733,1000
"rk[6,3,4]",0.0249500998003992,0.156050939149307,0,0,0,0,0,1.00925532653966,1000
"rk[6,3,5]",0.00698602794411178,0.083331588552844,0,0,0,0,0,1.13302578244031,440
"rk[6,3,6]",0,0,0,0,0,0,0,1,1
"rk[6,3,7]",0,0,0,0,0,0,0,1,1
"rk[6,4,1]",0,0,0,0,0,0,0,1,1
"rk[6,4,2]",0.0129740518962076,0.113218897744779,0,0,0,0,0,1.05193751151537,680
"rk[6,4,3]",0.0568862275449102,0.231740763027766,0,0,0,0,1,1.03035813000868,290
"rk[6,4,4]",0.153692614770459,0.360833945450203,0,0,0,0,1,1.02546891398578,140
"rk[6,4,5]",0.286427145708583,0.452317165673903,0,0,0,1,1,1.00085386080395,1000
"rk[6,4,6]",0.447105788423154,0.497442617423154,0,0,0,1,1,1.00931688921115,210
"rk[6,4,7]",0.0429141716566866,0.202764831866181,0,0,0,0,1,1.000562258122,1000
"rk[6,5,1]",0,0,0,0,0,0,0,1,1
"rk[6,5,2]",0.0778443113772455,0.268060230965262,0,0,0,0,1,1.00311721847406,1000
"rk[6,5,3]",0.50998003992016,0.500150027043133,0,0,1,1,1,1.00559651028395,330
"rk[6,5,4]",0.286427145708583,0.452317165673903,0,0,0,1,1,1.00021025868485,1000
"rk[6,5,5]",0.104790419161677,0.306436131820546,0,0,0,0,1,1.01123433354361,420
"rk[6,5,6]",0.0199600798403194,0.139932902442591,0,0,0,0,0,1.07701976747205,290
"rk[6,5,7]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"rk[6,6,1]",0,0,0,0,0,0,0,1,1
"rk[6,6,2]",0.0229540918163673,0.149831926777779,0,0,0,0,0,1.03895103498594,520
"rk[6,6,3]",0.135728542914172,0.342671117354532,0,0,0,0,1,1.04183894197342,99
"rk[6,6,4]",0.231536926147705,0.422025269155683,0,0,0,0,1,1.01034800247654,240
"rk[6,6,5]",0.315369261477046,0.464894811959723,0,0,0,1,1,1.00715907830753,270
"rk[6,6,6]",0.284431137724551,0.451368355510382,0,0,0,1,1,1.02012551418233,120
"rk[6,6,7]",0.00998003992015968,0.099450034145328,0,0,0,0,0,1.00356227806878,1000
"rk[6,7,1]",0,0,0,0,0,0,0,1,1
"rk[6,7,2]",0,0,0,0,0,0,0,1,1
"rk[6,7,3]",0,0,0,0,0,0,0,1,1
"rk[6,7,4]",0,0,0,0,0,0,0,1,1
"rk[6,7,5]",0.00598802395209581,0.0771888187663529,0,0,0,0,0,1.1346069849435,500
"rk[6,7,6]",0.0518962075848303,0.221928243043846,0,0,0,0,1,1.00178488827758,1000
"rk[6,7,7]",0.942115768463074,0.233641020466043,0,1,1,1,1,0.999644929262795,1000
"rk[7,1,1]",0.997005988023952,0.0546628752823863,1,1,1,1,1,0.999498878428607,1000
"rk[7,1,2]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,0.999498878428607,1000
"rk[7,1,3]",0,0,0,0,0,0,0,1,1
"rk[7,1,4]",0,0,0,0,0,0,0,1,1
"rk[7,1,5]",0,0,0,0,0,0,0,1,1
"rk[7,1,6]",0,0,0,0,0,0,0,1,1
"rk[7,1,7]",0,0,0,0,0,0,0,1,1
"rk[7,2,1]",0,0,0,0,0,0,0,1,1
"rk[7,2,2]",0.0129740518962076,0.113218897744779,0,0,0,0,0,1.03582643832424,990
"rk[7,2,3]",0.121756487025948,0.32716764802303,0,0,0,0,1,1.0091765080685,440
"rk[7,2,4]",0.277445109780439,0.447961594214445,0,0,0,1,1,1.03312572518261,77
"rk[7,2,5]",0.338323353293413,0.473375431274795,0,0,0,1,1,1.0019299077837,820
