incremental_utility_cam,incremental_cost_cam,incremental_utility_niv,incremental_cost_niv,incremental_utility_sin,incremental_cost_sin,incremental_utility_tor,incremental_cost_tor,incremental_utility_pem,incremental_cost_pem,incremental_utility_tis,incremental_cost_tis
0.378478832,12823.52314,0.267024365,67179.295,0.640153382,17996.2056,0.924600937,23543.56041,0.312445899,85155.91231,0.588567194,17555.61238
-0.069429284,1936.865508,0.32777598,63528.56476,0.026601801,4148.236667,0.687749601,17154.2662,0.294102016,74132.22948,0.678653738,17767.1377
0.486358647,12125.39818,0.287091996,64907.89534,0.71063947,16847.90377,0.740278227,17388.89232,0.279868196,84394.89683,0.442124662,12407.5527
0.324173538,10600.06925,0.319993414,64777.58204,0.52628535,14504.22501,0.604224871,14649.45688,0.690720073,81992.49097,0.651158323,18365.00382
0.506583162,12552.15258,0.310512666,65343.20892,0.397074545,11175.53456,0.660105458,17430.8966,0.0816445,63554.31735,0.785631554,20578.61972
0.751644369,16711.79154,0.301955388,68785.98138,1.081995831,28297.11027,0.712398885,19929.81443,0.592382727,91295.12869,0.402768232,12586.50872
0.105270941,7112.594562,0.304562179,68681.1891,0.862922884,20698.77561,0.563864067,14605.64333,0.448627863,79012.99539,-0.159575545,1942.743709
0.494994811,16674.21806,0.260895167,62088.61466,0.360910652,13130.14415,0.395689747,13390.87462,0.359572648,84038.90794,0.47422157,17034.82223
0.230735134,6113.737494,0.331739275,65839.9213,0.969514157,24249.34342,0.514069372,10511.45336,0.361230479,79694.43183,1.506052071,34341.96999
0.288331919,14341.2213,0.267309516,64234.50086,0.181202118,9238.135013,0.7295992,18924.24719,0.697313058,74620.00181,0.326064164,13279.79277
0.378652534,13007.28741,0.325097297,59626.21991,0.741613025,19810.93843,1.115738426,26306.47383,0.428814557,80042.02076,0.671067976,19564.86312
0.859063686,25161.09714,0.268077462,71157.15275,0.433938899,14806.31265,0.607414835,22571.53747,0.241199205,79284.83249,0.758715876,23053.91623
1.241938044,26496.96052,0.331057658,68956.98803,1.001805947,22517.99418,1.388450921,28802.90032,0.465460995,70461.69267,1.483549795,34211.72199
0.521765502,12148.00585,0.321725727,64138.34504,1.034152399,26332.29887,1.507614266,35555.04882,0.670892651,87441.88101,0.536480419,15537.70747
1.817491724,38213.50814,0.306211024,69820.87967,0.548615865,13327.79171,0.864157265,17521.72153,0.656890213,99053.17622,0.850853887,18940.78923
0.727447439,17508.42627,0.305937555,64818.45389,1.168248723,29352.6249,0.849760609,18804.82283,0.495223807,78723.34893,0.434347799,12688.33784
0.841699215,19842.7002,0.354657868,68418.56096,0.864099757,20740.49591,0.787120463,19836.20012,0.734630988,84397.83775,0.61170066,15448.92034
0.916608089,23618.03147,0.305035465,66557.81309,1.182591825,30383.47804,0.641406074,13570.29001,0.426541251,69871.62583,0.694964576,18286.90088
0.342638402,12416.34968,0.29108452,64440.63384,0.888764258,24064.02682,0.737096276,20471.15903,0.395427448,78443.55692,0.5591532,17035.57025
0.182877915,7451.715242,0.291016986,63724.96643,0.630775268,17952.42547,1.864715615,42451.19576,0.142377773,70791.36582,0.49668243,15082.3216
0.124343887,6819.061053,0.337506957,70561.6855,0.371535171,12417.57825,0.244963944,8907.224546,0.38766998,77342.32677,1.077741994,27171.52916
0.67175174,16716.87804,0.34254593,57284.66828,0.662174481,16882.49384,0.497490622,12533.01233,0.096625461,80808.67894,0.576159756,16139.65337
0.909747461,22836.97763,0.30593448,68377.77232,1.025604875,23734.12187,1.180631795,26599.40231,0.61740359,89438.42229,0.559580729,15814.39739
0.369990162,11378.53568,0.295513286,66187.49093,0.656035535,17479.26627,0.88248944,24767.35527,0.437835328,79115.82225,0.492923446,16471.97569
0.576420606,14251.51424,0.318474014,72896.73328,0.496013369,13248.10372,0.700385291,15975.94189,0.427825523,91972.96688,0.599140581,17106.11202
0.681643676,13408.28143,0.310179424,73035.9766,0.428634989,10343.71156,0.492222141,11231.69234,0.40807932,81710.90849,0.400642091,11507.56768
0.45897282,12619.32726,0.277140016,63638.64715,1.11227387,29262.46573,0.480225239,13461.95841,0.677086377,109344.8186,0.516895265,15802.37545
0.697806862,16335.86305,0.295928506,61306.30851,1.062502093,23931.82038,0.568994238,13982.90043,0.60117881,96303.43736,1.160535111,25005.14519
0.455532007,10656.28872,0.321813746,65462.5358,0.752064483,17791.23424,0.818024353,17434.6393,0.538977001,78765.0489,0.684579879,16388.89611
0.690796566,16073.82293,0.341688857,67377.99455,0.239516241,7948.332372,0.530450433,13077.20082,0.594282467,102207.8102,0.334728595,9717.891167
0.709772211,19757.87885,0.308583453,62964.42188,0.231309692,7877.21296,0.595076528,15572.83621,0.08018313,78492.6947,1.255832602,32120.85032
0.506143517,14239.44648,0.279210632,62902.56353,0.468763004,13717.87947,1.025563769,23815.9355,0.656571928,112713.9544,0.814500788,21096.61866
0.191690935,8008.056543,0.279912527,66585.73694,-0.38139362,-3982.858572,0.787302622,20210.26691,-0.127955966,78776.32535,0.058448062,5165.3855
1.324874652,30092.62388,0.278009761,65114.19728,0.308554248,12316.51836,0.507566448,14209.69333,0.899707428,82206.07986,0.197310456,10061.337
0.715778919,18338.09078,0.293986128,65431.3863,0.878581317,21887.32082,0.83938961,20409.80451,0.681113127,75922.76479,0.714376538,19363.56195
0.833118695,21031.28684,0.298564154,58260.71147,0.62761437,18396.47602,0.235921861,8924.793476,0.281296665,84467.86226,0.588627161,16466.7723
0.554260751,15048.86082,0.291270735,68495.79368,1.075815756,26441.82265,1.076299263,26035.89661,0.408401101,90658.80713,0.816141751,22207.03591
0.665921503,17172.72951,0.295326667,61189.61328,1.134761083,29891.98449,1.235936026,29061.54767,0.274743293,80855.18944,0.726790948,20680.88721
0.576890911,15160.95058,0.314124196,67094.28888,0.583543944,16718.55603,0.447201052,12102.06801,0.443226644,93774.19259,0.465256052,13495.29515
0.703771153,17024.36322,0.304221146,62053.04411,0.411386865,13899.09355,0.746742564,22566.57132,0.028235643,65969.98308,0.469636375,13718.34711
0.904800179,22025.39555,0.316001086,72208.8198,0.324805711,11265.61468,0.799647853,19743.17887,0.829005509,81210.21101,0.667550444,18814.03262
-0.27700952,-2045.749545,0.313359209,61084.33347,0.528328215,13295.53676,0.726508543,14961.06285,0.242069789,91544.53392,0.330901774,9506.15747
0.316472521,11199.9086,0.308285719,63958.92895,0.791952076,20426.52378,0.262776829,8917.435682,0.713019262,97598.09324,0.766206327,19631.25538
0.54187319,12761.09541,0.28692673,69078.52695,0.616322652,15639.47386,1.094371172,25895.01343,0.354782803,72298.49189,0.052018943,4477.206696
0.92327342,22506.98075,0.3046815,62845.24231,0.663037087,17886.6164,1.182216922,26898.6537,0.63373982,108705.9559,0.172884472,7341.723934
0.460140346,15428.06032,0.298417878,65603.48145,1.409906723,34662.63475,0.748115701,20029.86367,0.575327687,72841.93479,0.441230359,16515.37422
0.696911741,14546.7886,0.316311871,62559.99684,0.559354121,11418.48865,0.940659531,18451.40767,0.518116944,81381.63857,0.59788806,12681.17792
0.52574741,9626.599208,0.277078,62583.78477,0.301633649,7338.252477,0.304250569,7950.340696,0.21203687,80353.33269,0.275600088,6734.783041
0.74608308,20124.8978,0.295240507,67846.19399,0.716389094,18122.41545,1.41162547,32940.17087,0.585123313,87218.72965,0.669917369,18813.74119
0.550160163,11252.24366,0.318853686,61117.34011,1.32986588,29446.98123,0.398805287,9832.246987,0.472763096,96439.88009,0.47501197,13152.35456
1.802892886,42107.53961,0.26817185,66268.91996,0.683334875,19309.22347,1.733398517,39212.76189,0.341032435,94227.2927,0.731205456,22800.32799
0.615419493,16765.48998,0.310691394,71165.13143,1.127405406,26321.12901,0.948925789,23107.28708,0.446254809,86617.41874,0.6257762,18484.25675
0.53466026,9894.170297,0.325727264,69164.96846,1.311398389,22844.88738,0.573967246,14450.97454,0.252593081,71960.81121,0.362770187,10137.18121
0.327700045,9189.874417,0.331483411,65920.25529,0.645479583,14014.36328,0.990992015,19313.5983,0.473563286,97469.66196,1.003029573,24302.2342
1.036860978,21552.47649,0.309668854,64245.95224,0.492550534,13865.1092,0.808189936,20463.03186,0.869696512,91192.75002,0.335225253,10530.39096
0.555919179,13770.0434,0.315197307,68125.20252,0.666247228,16292.07772,0.741922962,16789.88563,0.596761237,83452.08166,1.258678185,28914.46516
0.549563892,15570.14337,0.310434497,60955.26322,0.542752342,15177.3468,1.111626814,25945.50653,0.476293488,71868.39136,0.489155341,13907.10066
0.392359974,13269.33995,0.290918037,71250.83793,0.539850098,16538.86815,0.35161999,12123.75011,0.45220389,85305.32716,0.279960286,12573.99138
1.489063565,30803.4646,0.330704473,68146.12589,0.630156281,15636.21221,0.962821912,21203.63231,0.827696003,79672.53207,1.563430908,31995.09441
0.92820759,17807.67479,0.348149178,70373.79913,0.727336937,14896.20275,0.956333658,17104.13806,0.386019656,88180.79724,0.859156528,17602.28391
0.729117612,20710.68968,0.271726497,78801.15672,0.499656779,15551.43657,0.335256299,11564.50309,0.426228891,76574.80214,0.591551677,19330.32946
1.493340458,29042.24341,0.354479742,70631.09599,1.39760881,28538.74951,0.622963771,14504.8727,0.257468683,64980.07159,1.102037031,26010.042
0.860340642,20488.26264,0.334957199,68812.91126,0.730646367,18656.29319,0.787446688,18245.45061,0.882812305,82682.57396,0.840537766,21339.7238
1.076127871,20664.91235,0.357119293,66839.42155,1.134243053,24326.62492,1.217882403,23311.43226,0.711258338,91726.87602,0.683693192,17016.31949
0.462051822,13597.47847,0.357156792,66681.71639,0.42488006,12973.44754,0.181281337,7726.990286,0.078241878,79339.01808,0.207320875,8580.428985
0.67384918,18076.16371,0.266025746,64656.5553,0.854931083,21804.03154,0.622505137,14835.83435,0.071600989,66119.91952,0.631585062,16118.69517
0.572284178,14080.5687,0.333432808,66930.7047,0.889559145,22226.6847,1.380625367,25742.41118,0.435045474,86204.07864,0.673058359,16263.25288
1.115247832,27182.044,0.347699527,73378.87662,1.114296921,27217.44275,1.096066248,26510.07606,0.848015969,105876.8802,0.401137302,13174.85719
0.381192202,11390.68766,0.310411585,68626.9802,0.575470738,15955.44295,0.107767864,6058.071572,0.048700714,67255.43504,0.067702886,6208.926577
0.249713402,10565.79754,0.254842006,62832.54204,0.469830878,17994.66796,0.936154181,24357.95883,0.523390924,85965.34483,0.306597452,12182.86754
0.371755246,13089.38237,0.2550022,66640.80273,1.00478532,24992.06596,0.388486709,13112.25156,0.324149613,91182.3741,0.495020065,15389.66729
0.689987692,16105.25009,0.302678866,58276.82754,0.371729915,10521.52926,0.692942161,15747.08772,1.028349089,101190.7816,0.610047624,14449.70377
0.325423968,8363.824804,0.295763562,66020.06828,0.735239317,16326.33229,1.064717165,24306.04541,0.44437421,83593.41685,0.698986006,20248.72224
0.27102895,8270.15311,0.284148538,63111.95848,0.805152281,18963.69994,0.925226306,21571.45084,0.620353844,77305.66668,0.566638298,14783.18807
0.430988925,14129.44594,0.314023522,68931.47174,0.862469473,26115.85223,0.639455245,18282.54683,0.712957726,95168.98959,0.308832835,12458.35238
1.174590104,26961.16735,0.276503503,69610.30593,0.524141721,16179.99478,0.644875339,16475.16612,0.477132437,76259.30609,0.800866521,19982.37168
0.651572534,14103.19149,0.330799223,61016.70906,1.029194507,24173.23438,0.906874272,19853.212,0.074683811,75351.64151,0.326923622,9942.114485
0.369118206,12759.8703,0.230965298,58100.67634,0.590753061,18506.82321,1.046424842,29293.85823,0.62329738,83931.55668,0.736107876,23160.47323
0.660000637,18902.90774,0.246850445,67956.91997,0.550580723,16115.36948,0.686009055,19141.78914,0.399608472,82526.04182,0.286499236,11253.26009
0.129233785,6305.248527,0.328134367,67067.42882,0.655126526,17976.6783,0.683940471,17476.94141,0.180609366,70097.54853,0.100270424,6831.17257
0.725055258,19558.82216,0.289218548,63342.11886,0.558120177,16771.13393,1.084737657,26461.98309,0.205424251,70625.20432,0.735980544,21487.47507
0.7987092,16398.97037,0.330646472,58891.53725,0.882792891,18613.93527,3.281081468,55408.89666,0.531589328,75289.17531,1.412543025,28065.98356
-0.00461371,5200.978866,0.283022996,64728.02286,0.256962441,9909.358626,0.379948424,10522.32777,0.153955654,90380.98728,0.61671574,15091.70339
0.964280014,22798.71296,0.303790761,61157.34967,0.955667506,24369.84428,1.005390665,24461.21428,0.319211434,87973.16247,0.621576764,17344.80249
0.910612711,21184.61405,0.310193861,67423.8674,0.802693579,20003.85613,1.430805954,30916.11401,0.762228774,85739.47544,0.689668203,17263.81915
1.373247941,31619.55293,0.288448076,70316.74745,1.395738498,31162.94681,1.261657496,28809.17448,0.883448326,90131.89455,0.414095624,13785.89599
0.491976432,16127.37979,0.285234279,64984.00083,0.164870663,7763.016426,0.42142602,13036.005,0.23580144,73290.74463,1.190695707,27569.93112
0.343643417,9536.99247,0.312398842,62794.05065,0.495526762,13289.36237,0.940065953,21232.87387,0.589037936,86140.51651,0.5038387,13931.36217
0.548081991,14910.5786,0.310384877,66000.7732,0.580553735,15387.57142,1.30642161,27740.47204,0.979028949,74828.34157,1.042981469,22938.35297
0.453001621,11509.53012,0.260729831,65006.06145,0.737687056,19419.97906,0.723167049,18531.28269,0.070054921,71900.49411,0.54299336,15264.02005
0.10799347,3815.266344,0.283461084,64676.9589,0.261818904,8010.050279,0.499869586,13756.69735,0.997179102,100507.163,0.149840199,6109.571174
0.365825432,11833.49636,0.278831862,71018.71011,0.263578916,9795.407645,1.145207197,27712.51028,0.266333078,97399.23188,0.228862274,9026.05537
0.482970412,12851.84967,0.292299114,63837.33951,0.693124737,20110.93456,0.513121229,14233.35957,0.345268556,87089.31676,0.501619959,15515.57316
0.34097325,9314.497699,0.322154171,69143.08795,0.172305057,5123.819565,0.859349814,16246.42049,0.172462194,80825.29446,0.406103068,11697.06815
0.869383793,17880.22761,0.369494224,68031.30534,0.589854154,13365.06458,0.768967525,16539.34547,0.952812801,100333.0663,0.644125602,15096.44795
0.556652227,14894.59716,0.278042849,65511.36456,0.671764101,17399.18668,0.606995153,14542.96057,0.50693521,107755.3565,1.284645742,32286.25648
0.239753359,10089.41294,0.309489378,61418.47583,0.648080613,18893.55272,0.756165854,20642.64597,0.582361997,81739.51719,0.697414399,20440.31386
1.116415465,26426.06977,0.310770542,55339.75291,0.663201633,17796.45104,0.986042697,23867.46266,0.666087298,90885.21816,1.128414642,28593.79037
0.66533385,19129.22095,0.284409375,64385.18207,1.088819277,26569.51183,0.66469349,19709.2185,0.258158964,85774.84926,0.458850755,17149.39672
0.063839201,4436.944449,0.317277882,63015.00259,0.720911822,18671.46934,0.688494261,15910.79117,0.276408402,88900.1027,0.827967689,22222.63238
0.512587935,13232.34417,0.33525557,63752.40652,0.931243765,20764.13155,0.990510067,19536.56579,0.549650571,74551.87332,0.746415719,19457.19656
